prfnm,entrpsnm,genrenm,telno,relateurl,mt30id
"환상공간 [양산], 환상공간 [양산], 에스메의 여름 [양산]",(재) 양산문화재단,복합,,,AG019330
"사물놀이 느닷, 양평 아리랑 [안산], 사물놀이 느닷, 양평 아리랑 [안산], 와그르르르 수궁가 [양평]",(재) 양평문화재단,복합,031-772-2610,https://ypcf.or.kr/,AG018573
"STAGE 100: 연극제, 모딧세이, STAGE 100: 연극제, 바쁜 사람들, STAGE 100: 연극제, 동물농장",(재) 엔씨문화재단 (NC문화재단 ),연극,,https://www.ncfoundation.or.kr/main,AG022094
하모나이즈의 해피홀릭콘서트 [여수],(재) 여수교육재단,복합,,,AG011094
"제10회 KBS교향악단과 함께하는 여수음악제, 폐막연주회: 열 번째 심포니, 계속될 선율, 제10회 KBS 교향악단과 함께하는 여수 음악제, 특별연주회 Ⅱ. 백윤학의 Cine-Fantasy, 제10회 KBS교향악단과 함께하는 여수음악제, 특별연주회 Ⅰ. 라포엠의 Love Rhapsody",(재) 여수음악제,서양음악(클래식),,,AG019430
"여주세종문화관광재단 기획공연: 숨, 세종의 뜻이 머무는 길 [여주], 여주세종문화관광재단 기획공연: 숨, 세종의 뜻이 머무는 길 [여주], 신경다양성·발달장애 어린이를 위한 참여형 무용 공연, 야호야호 Echoing Dance [여주]",(재) 여주세종문화관광재단,복합,031-881-9672,http://www.yjcf.or.kr/main/yjcf,AG005425
김경아의 피리세계: 金聲玉振 (금성옥진),(재) 여향한국전통음악연구소,한국음악(국악),,,AG021014
"물의 아이 [충북 영동], 물의 아이 [충북 영동], 물의 아이 [충북 영동]",(재) 영동군 문화관광재단,연극,,https://www.yd21.go.kr/ydft/,AG021157
"영등포아트홀 기획공연, 한글날 특집 콘서트: 주현미, 가요백년을 노래하다",(재) 영등포문화재단(영등포아트홀),복합,,https://www.instagram.com/ydparthall/,AG022288
"안녕 2026 [영암], 봄날의 곰 [영암]",(재) 영암문화관광재단,뮤지컬,061-471-9405,https://yacf.or.kr/index.cs,AG022500
설아 어디 가? [경북 영주],(재) 영주문화관광재단,연극,,http://www.yctf.or.kr/,AG016723
"완주 인형극 페스타, 이야기쏙! 이야기야, 완주 인형극 페스타, 어둑시니, 토장군을 찾아라! [완주]",(재) 완주문화관광재단 (구. 완주문화재단),복합,063-262-3955,https://wfac.or.kr/main/,AG018795
"자원봉사자 힐링콘서트: 당신 덕분에 빛나는 용인, 자원봉사자 힐링콘서트: 당신 덕분에 빛나는 용인",(재) 용인시자원봉사센터,복합,,https://www.yongin1365.or.kr/,AG020623
"제5회 Woon Kyung 유 Chamber Orchestra (운경유챔버오케스트라) 정기연주회: 봄의 세레나데, 제8회 운경 유 앙상블 정기연주회 [대구], 제4회 Woon Kyung 遊 Chamber Orchestra 정기연주회",(재) 운경재단,서양음악(클래식),,http://woonkyung.com/,AG011696
"에티와 동물들의 위대한 페레이드: 보고, 듣고, 함께 부르는 동물의 사육제, 에티와 동물들의 위대한 페레이드: 보고, 듣고, 함께 부르는 동물의 사육제",(재) 원불교 소태산홀,복합,02-815-3460,,AG021441
"원효, 화쟁의 춤 [대학로], 원효, 화쟁의 춤 [대학로]",(재) 원효불교문화연구재단,연극,,,AG018429
"샤로수길 클럽데이, 샤로수길 클럽데이, 제36회 유재하 음악경연대회, 전야제",(재) 유재하음악장학회,대중음악,,https://yjh.or.kr/,AG016214
박정희 대통령 & 육영수 여사 탄신 기념 음악회: 당신이 그리우면,(재) 육영재단,복합,02-2204-6111,,AG017703
"수험생과 함께하는 수고했담 콘서트 [경기 이천], 수험생과 함께하는 수고했담 콘서트 [경기 이천]",(재) 이천시청소년재단,대중음악,,,AG020648
"나무늘보 릴렉스 [인천], 나무늘보 릴렉스 [인천], 명랑 동화 뮤지컬, 삼양동화: 헨젤과 새엄마 & 거울을 깬 왕비 [인천]",(재) 인천문화재단 인천아트플랫폼,복합,032-760-1000,https://inartplatform.kr/,AG017377
"청라 브런치 콘서트, 이금희와 함께 하는 힐링브런치 콘서트: 늦가을의 영화 OST [인천], 제31회 서곶문화예술제, 소리와 춤이 있는 그곳! 서해구 [인천], 제31회 서곶문화예술제, 고도를 기다리며",(재) 인천서해구문화재단 (구. (재) 인천서구문화재단),복합,032-567-1160,http://www.iscf.kr/new/html/index/,AG006362
"재능 혜화 마티네, 재능 혜화 마티네, 재능 혜화 마티네",(재) 재능문화 (JEI 재능문화),복합,,http://jeicf.org/,AG006041
"전남동부극동방송 전속합창단 정기연주회 [여수], 전남동부극동방송 전속합창단 정기연주회 [여수]",(재) 전남동부극동방송,복합,,,AG018303
"제967회 전남도립국악단 토요가무악희 시즌3, 그린국악: 시리렁 실근, 제966회 전남도립국악단 토요가무악희 시즌3, 그린국악: 대한의 함성을 기억하다, 제965회 전남도립국악단 토요가무악희 시즌3, 그린국악: 흥과 멋의 어울림",(재) 전라남도문화관광재단(도립국악단),복합,061-285-6928,http://www.jpg.or.kr,AG000960
"노자와 베토벤 [무안], 6시 퇴근 [무안], 제967회 전남도립국악단 토요가무악희 시즌3, 그린국악: 시리렁 실근",(재) 전라남도문화재단,복합,061-280-5800,https://www.jncf.or.kr/,AG017220
"제3회 휘게 실내악 축제, 슈퍼거북 슈퍼토끼 [전주], 슈퍼거북 슈퍼토끼 [전주]",(재) 전북특별자치도 문화관광재단,연극,,https://www.jbct.or.kr/d_index.php,AG019435
"INCHEON MEETS JAZZ: 인천의 詩, 인천 콘서트 챔버가 노래하다, 켈로 [인천], 신데렐라의 모래이야기 [인천]",(재) 제물포문화재단 (구(재) 인천중구문화재단),복합,032-777-9113,,AG011485
"베이비박스 스토리, 봄날의 베이비박스 콘서트, 베이비박스 스토리, 봄날의 베이비박스 콘서트",(재) 주사랑공동체,서양음악(클래식),,https://www.godslove.or.kr/kor/html/main/,AG018222
"해설이 있는 11시 콘서트, 바이올리니스트 김동현 (12월), 해설이 있는 11시 콘서트, 바이올리니스트 김동현 (12월), 천안예술의전당 크리스마스 기념 공연: V.O.S & 최성수 [천안]",(재) 천안문화재단(천안예술의전당),복합,00-1566-0155,http://www.cnac.or.kr/,AG006034
"대한민국은 공연중, 국립심포니오케스트라: 라흐마니노프 & 베토벤",(재) 청와대재단,복합,,https://www.opencheongwadae.kr/,AG017096
"퓨전국악 프로젝트, 각인 [청주], 직지 찾아 터밟기 [무안]",(재) 청주시문화산업진흥재단,복합,043-219-1000,https://cjculture.org/,AG019680
대한민국 상생 K-POP 콘서트 WITH 춘천 세계태권도주니어선수권대회,(재) 춘천레저조직위원회,복합,033-250-4540,https://www.clt.or.kr/kr,AG017080
"사의 찬미 [춘천], 윌리엄과 윌리엄의 윌리엄들 [춘천]",(재) 춘천문화재단(춘천문화예술회관),복합,,https://cccf.or.kr/home/reservation/space/art_center,AG022560
"지브리 영화음악 콘서트: 지브리와 사랑에 빠지다 [칠곡], 지브리 영화음악 콘서트: 지브리와 사랑에 빠지다 [칠곡], 지브리 영화음악 콘서트: 지브리와 사랑에 빠지다 [칠곡]",(재) 칠곡문화관광재단,뮤지컬,,,AG021031
"니콜라이 루간스키 피아노 리사이틀 [통영], 니콜라이 루간스키 피아노 리사이틀 [통영], 통영국제음악재단 기획공연, 크리스틴 정현 리 & 파비올라 김 듀오 리사이틀 [통영]",(재) 통영국제음악재단,서양음악(클래식),055-650-0400,https://timf.org/kr/,AG006063
"이지훈과 함께하는 음악여행: 프랑스 & 독일 [파주], 안녕? 빨강머리 앤 [파주], 울림, 하나의 춤길 [파주]",(재) 파주문화재단,복합,031-950-8400,https://www.pajucf.or.kr/,AG018729
"국립무용단, 향연 [평택], 유니버설발레단, 호두까기인형 [평택], 손민수 피아노 리사이틀 [평택]",(재) 평택시문화재단(평택아트센터),복합,031-669-0813,https://www.pccf.or.kr/page.do?PAGE=sub02_01_p7,AG021146
"가을엔 포크 콘서트: 송창식×정미조×함춘호 밴드 [포천], 가을엔 포크 콘서트: 송창식×정미조×함춘호 밴드 [포천], 가을엔 포크 콘서트: 송창식×정미조×함춘호 밴드 [포천]",(재) 포천문화관광재단,대중음악,031-535-3600,https://www.pcfac.or.kr/,AG016953
"유니버설발레단, 호두까기인형 [창원 마산], 유니버설발레단, 잠자는 숲속의 미녀 [안동], 유니버설발레단, 잠자는 숲속의 미녀 [안동]",(재) 한국문화재단 유니버설발레단(구. (재) 효정한국문화재단),복합,070-7124-1762,http://www.littleangels.or.kr/,AG008401
희망 Dream NEXT Concert: STAGE,(재) 한국증권금융 꿈나눔재단,서양음악(클래식),,http://foundation.ksfc.co.kr/,AG022218
"동초향류: 이어지는 숨, 하나의 소리, 동초향류: 이어지는 숨, 하나의 소리",(재) 한국판소리문화재단,한국음악(국악),,,AG020867
"제1296회 서초금요음악회, 한미친선 음악회",(재) 한미동맹재단,복합,,https://kusaf.org/,AG022003
"제3회 호수문화제, 제3회 호수문화제",(재) 호수이영준문화재단,한국음악(국악),02-754-7040,https://www.xn--9p4bo5e15ak7bl74a.com/,AG019873
"겨울밤 추억만들기 콘서트 [홍천], 그래도 가족 [홍천], 그래도 가족 [홍천]",(재) 홍천문화재단,뮤지컬,,https://www.hccf.or.kr/Home/index,AG019112
"HAC Choice, 크리스마스 이브 콘서트: Winter Serenade [화성], Sac on Screen, 유니버설발레단: 라 바야데르 [화성] (영상화), 화성시 오케스트라 정기연주회, 마스터피스 시리즈 Ⅳ: 동화의 세계",(재) 화성시문화관광재단,복합,031-8015-8187,,AG018962
"HAC Choice, 크리스마스 이브 콘서트: Winter Serenade [화성], Sac on Screen, 유니버설발레단: 라 바야데르 [화성] (영상화), SAC ON SCREEN, 보컬 마스터 시리즈 Ⅲ. 베이스 바리톤 사무엘 윤 [화성] (영상화)",(재) 화성시문화관광재단(화성예술의전당),복합,,https://hac.hcf.or.kr/index.do,AG021749
"국립발레단, 해설이 있는 전막발레 해적 [강릉], 한국예술종합학교 전통예술원, 전통연희 & 전통무용 [강릉], K-컬처 페스티벌 [강릉]",(재)2024강원동계청소년올림픽대회 조직위원회,복합,,https://gangwon2024.org/,AG015293
"이탈리아 Euregio Klassika 내한공연, 콘서트오페라: 라보엠, 이탈리아 Euregio Klassika 내한공연, 콘서트오페라: 라보엠, 심포닉 하모니카 with 전제덕, 박종성, 밀레니엄심포니오케스트라",(재)CBS,복합,02-2650-7000,http://www.cbs.co.kr/,AG002831
"KBS교향악단 x 정명훈의 말러 교향곡 4번, KBS교향악단 x 정명훈의 말러 교향곡 4번, KBS교향악단 x 정명훈의 말러 교향곡 4번",(재)KBS교향악단,서양음악(클래식),02-6099-7400,http://www.kbssymphony.org/,AG002837
"제120회 강남심포니오케스트라 정기연주회, 제120회 강남심포니오케스트라 정기연주회, 리: 바운드 축제, RIVER STORIES: 금강",(재)강남문화재단,복합,02-6712-0533,https://www.gangnam.go.kr/office/gfac/main.do,AG002781
"강릉국제공연예술페스티벌 (GIPF) , 로스팅드림즈, 강릉국제공연예술페스티벌 (GIPF) , 리매치: 좀생이별빛 아래, 강릉국제공연예술페스티벌 (GIPF) , 해변의 건축가",(재)강릉문화재단,복합,033-647-6800,https://www.gncaf.or.kr/#top-menu-depth1,AG013456
"왕세자 실종사건, 왕세자 실종사건, 왕세자 실종사건",(재)강북문화재단,복합,02-994-8538,http://www.gbcf.or.kr/,AG006341
"까만 인절미 [춘천], 까만 인절미 [원주], 까만 인절미 [철원]",(재)강원도립극단,연극,033-255-0497,https://www.facebook.com/kwdlkd,AG004832
"대관령음악제 기획공연, 4色 콘서트: Super Brass Stars 슈퍼 브라스 스타즈 [춘천], 대관령음악제 기획공연, 4色 콘서트: Super Brass Stars 슈퍼 브라스 스타즈 [춘천], 제23회 평창 대관령 음악제, 4色 콘서트: 인다코 콰르텟 [강릉]",(재)강원문화재단,복합,033-249-5645,http://www.gwcf.or.kr/,AG006110
"모차르트 스페셜 콘서트 with 피아니스트 백건우 [거제], 두시 음악 살롱, 바로크의 정원 (11월), 두시 음악 살롱, 바로크의 정원 (11월)",(재)거제시문화예술재단,복합,055-680-1000,https://www.geojeart.or.kr/index.asp,AG005946
"오지게 재밌는 가시나들 [거창], 타악으로 바라본 오페라 [거창], 제36회 거창국제연극제, 걸리버 여행기: 줌 인 아웃 (08.08)",(재)거창문화재단,복합,055-940-8460,http://www.gccf.or.kr/,AG006064
"광화문 연가 [수원], 빨래 [수원], 빨래 [수원]",(재)경기아트센터,복합,031-230-3200,http://www.ggac.or.kr/,AG009048
"경기시나위오케스트라, 젊은 명인: Young Virtuoso [용인], 경기시나위오케스트라 기획공연, Bravo my life: 당신의 삶을 노래하다 [용인], 경기시나위오케스트라 기획공연, Bravo my life: 당신의 삶을 노래하다 [용인]",(재)경기아트센터(경기시나위오케스트라),한국음악(국악),031-289-6471,http://gugak.ggac.or.kr/,AG008667
"다시 돌아온 동춘서커스 [창녕], 인디안아존스 [김해], 구태진과 창녕의 별밤이야기 [창녕]",(재)경남문화예술진흥원,복합,055-213-8000,http://www.gcaf.or.kr/,AG008861
금호이웃사촌마을과 함께하는 브람스 콘서트,(재)경북테크노파크,복합,053-819-3000,https://www.gbtp.or.kr/,AG014938
"법에는 법, 내가 보는 악마 (Demon In My View)",(재)경원재단,연극,010-7293-1564,https://kyoungwon.org/,AG012485
"조희창의 토요 클래식 살롱 Ⅴ. 우리 시대의 슈베르티아데 [경주], 조희창의 토요 클래식 살롱 Ⅴ. 우리 시대의 슈베르티아데 [경주], 후지타 마오 피아노 리사이틀 [경주]",(재)경주문화재단,복합,00-1588-4925,http://www.garts.kr,AG004591
"더 스토리 오브 언더더씨 [고양], 장수탕 선녀님 [고양], 페인터즈 [고양]",(재)고양문화재단,복합,00-1577-7766,www.artgy.or.kr/,AG003325
"할머니의 여름휴가 [과천], 할머니의 여름휴가 [과천], 할머니의 여름휴가 [과천]",(재)과천문화재단,서양음악(클래식),02-2009-9700,http://www.gcart.or.kr/home/main/index.php,AG009565
"제23회 과천축제, 화양연화, 말하는 남생이 [과천]",(재)과천축제,복합,02-504-0938,http://www.gcfest.or.kr/,AG005167
"광명전통예술플랫폼 Vol.1 락 (樂) & 락 (ROCK) : 전傳하여 통通하다, 광명전통예술플랫폼 Vol.1 연희 & 스카: 니나노 판서트, 광명전통예술플랫폼 Vol.1 피리 & 댄스: 날좀보쑈!",(재)광명문화재단,복합,02-2621-8800,http://www.gmcf.or.kr/,AG005457
"로맨틱 하모니: Harmony of Two Nations [광주], 세종솔로이스츠와 이안 보스트리지의 일뤼미나시옹 [광주], 세종솔로이스츠와 이안 보스트리지의 일뤼미나시옹 [광주]",(재)광주문화재단,복합,062-670-7400,http://www.gjcf.or.kr/cf/index.do,AG005640
"불후의 명곡 브람스 [경기 광주], 사랑의묘약: 호텔아디나 [경기 광주], 사랑의묘약: 호텔아디나 [경기 광주]",(재)광주시문화재단 [경기광주],복합,,,AG009287
"나루아티스트와 함께하는 살롱음악회: 칸타빌레 앙상블 (9월), 나루아티스트와 함께하는 살롱음악회: 칸타빌레 앙상블 (9월), 제29회 서울세계무용축제, 열혈예술청년단: 바디 그라데이션",(재)광진문화재단,복합,02-2049-4700,http://www.naruart.or.kr/,AG004934
